bot_id,market,algorithm,symbol,closed_trades_72h,wins,win_rate_pct,realized_pnl_72h,status,deactivated_at,deactivation_reason
sp500_wmt_lstm_nn__ps,SP500,lstm_nn__ps,WMT,1,0,0.0,-10.65,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
sp500_wmt_gru_nn__ps,SP500,gru_nn__ps,WMT,1,0,0.0,-10.65,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
sp500_wmt_gru_nn__ps_v3,SP500,gru_nn__ps,WMT,1,0,0.0,-10.65,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
sp500_wmt_lstm_nn__ps_v6,SP500,lstm_nn__ps,WMT,1,0,0.0,-10.65,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_amd_xgboost__ps_v8,NASDAQ,xgboost__ps,AMD,1,0,0.0,-9.69,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
sp500_wmt_gru_nn__ps_v2,SP500,gru_nn__ps,WMT,1,0,0.0,-9.55,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
sp500_wmt_lstm_nn__ps_v2,SP500,lstm_nn__ps,WMT,1,0,0.0,-9.55,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
sp500_wmt_gru_nn__ps_v8,SP500,gru_nn__ps,WMT,1,0,0.0,-9.55,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_amd_lightgbm__ps_v8,NASDAQ,lightgbm__ps,AMD,1,0,0.0,-9.48,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_amd_moving_average__ps,NASDAQ,moving_average__ps,AMD,1,0,0.0,-9.48,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_amd_moving_average__ps_v4,NASDAQ,moving_average__ps,AMD,1,0,0.0,-9.48,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_qcom_ensemble__ps_v8,NASDAQ,ensemble__ps,QCOM,1,0,0.0,-9.44,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_qcom_egarch__ps_v8,NASDAQ,egarch__ps,QCOM,1,0,0.0,-9.39,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_qcom_egarch__ps_v7,NASDAQ,egarch__ps,QCOM,1,0,0.0,-9.34,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_intc_gru_nn__ps_v8,NASDAQ,gru_nn__ps,INTC,1,0,0.0,-9.32,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_meta_sarima__ps_v4,NASDAQ,sarima__ps,META,4,1,25.0,-9.15,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_meta_sarima__ps,NASDAQ,sarima__ps,META,4,1,25.0,-9.15,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_meta_ema__ps,NASDAQ,ema__ps,META,4,1,25.0,-9.15,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_ema_v8,NASDAQ,ema,"",1,0,0.0,-9.13,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_intc_ema__ps_v7,NASDAQ,ema__ps,INTC,1,0,0.0,-9.07,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_qcom_egarch__ps_v6,NASDAQ,egarch__ps,QCOM,2,0,0.0,-8.51,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_qcom_egarch__ps,NASDAQ,egarch__ps,QCOM,2,0,0.0,-8.51,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_intc_gru_nn__ps_v2,NASDAQ,gru_nn__ps,INTC,1,0,0.0,-8.48,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_intc_gru_nn__ps_v4,NASDAQ,gru_nn__ps,INTC,1,0,0.0,-8.48,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_intc_random_forest__ps_v2,NASDAQ,random_forest__ps,INTC,1,0,0.0,-8.48,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_random_forest_v2,NASDAQ,random_forest,"",1,0,0.0,-8.48,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_amd_ema__ps_v9,NASDAQ,ema__ps,AMD,4,1,25.0,-8.35,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_amd_lstm_nn__ps,NASDAQ,lstm_nn__ps,AMD,1,0,0.0,-8.33,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_meta_ema__ps_v4,NASDAQ,ema__ps,META,1,0,0.0,-8.29,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_meta_arima_garch__ps_v2,NASDAQ,arima_garch__ps,META,7,0,0.0,-8.21,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_meta_arima_garch__ps_v8,NASDAQ,arima_garch__ps,META,10,1,10.0,-8.21,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_meta_arima_garch__ps_v7,NASDAQ,arima_garch__ps,META,10,1,10.0,-8.21,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_meta_arima_garch__ps_v4,NASDAQ,arima_garch__ps,META,10,1,10.0,-8.21,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_meta_arima_garch__ps,NASDAQ,arima_garch__ps,META,10,1,10.0,-8.21,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_lightgbm_v12,NASDAQ,lightgbm,"",14,3,21.4,-8.14,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_ema_v2,NASDAQ,ema,"",1,0,0.0,-8.05,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_tsla_ema__ps_v4,NASDAQ,ema__ps,TSLA,1,0,0.0,-8.02,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_tsla_ema__ps,NASDAQ,ema__ps,TSLA,1,0,0.0,-8.02,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
sp500_moving_average_v6,SP500,moving_average,"",2,0,0.0,-7.85,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_qcom_gru_nn__ps,NASDAQ,gru_nn__ps,QCOM,1,0,0.0,-7.78,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
sp500_wmt_lightgbm__ps_v3,SP500,lightgbm__ps,WMT,1,0,0.0,-7.77,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_qcom_lightgbm__ps,NASDAQ,lightgbm__ps,QCOM,1,0,0.0,-7.74,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_qcom_sarima__ps_v2,NASDAQ,sarima__ps,QCOM,1,0,0.0,-7.74,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_qcom_ensemble__ps,NASDAQ,ensemble__ps,QCOM,1,0,0.0,-7.74,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_qcom_egarch__ps_v2,NASDAQ,egarch__ps,QCOM,1,0,0.0,-7.68,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_qcom_egarch__ps_v4,NASDAQ,egarch__ps,QCOM,1,0,0.0,-7.68,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_lightgbm_v2,NASDAQ,lightgbm,"",1,0,0.0,-7.56,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_tsla_ema__ps_v6,NASDAQ,ema__ps,TSLA,1,0,0.0,-7.34,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_amd_arima_garch__ps_v5,NASDAQ,arima_garch__ps,AMD,5,1,20.0,-7.33,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_amd_arima_garch__ps_v10,NASDAQ,arima_garch__ps,AMD,5,1,20.0,-7.33,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_meta_sarima__ps_v3,NASDAQ,sarima__ps,META,10,1,10.0,-7.29,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_meta_sarima__ps_v9,NASDAQ,sarima__ps,META,10,1,10.0,-7.29,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_meta_sarima__ps_v6,NASDAQ,sarima__ps,META,4,1,25.0,-7.29,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_meta_ema__ps_v3,NASDAQ,ema__ps,META,4,1,25.0,-7.29,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_meta_moving_average__ps_v9,NASDAQ,moving_average__ps,META,4,1,25.0,-7.29,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_meta_ema__ps_v9,NASDAQ,ema__ps,META,4,1,25.0,-7.29,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_meta_ema__ps_v6,NASDAQ,ema__ps,META,4,1,25.0,-7.29,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_lightgbm_v11,NASDAQ,lightgbm,"",10,2,20.0,-7.26,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_meta_arima_garch__ps_v6,NASDAQ,arima_garch__ps,META,11,1,9.1,-7.14,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_avgo_lightgbm__ps_v9,NASDAQ,lightgbm__ps,AVGO,2,0,0.0,-7.10,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
gold_ema_v3,GOLD,ema,"",1,0,0.0,-7.05,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_intc_egarch__ps_v6,NASDAQ,egarch__ps,INTC,4,1,25.0,-6.77,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_qcom_xgboost__ps_v9,NASDAQ,xgboost__ps,QCOM,2,0,0.0,-6.75,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
sp500_gru_nn,SP500,gru_nn,"",26,6,23.1,-6.74,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_cost_lstm_nn__ps_v9,NASDAQ,lstm_nn__ps,COST,2,0,0.0,-6.48,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_cost_ensemble__ps_v9,NASDAQ,ensemble__ps,COST,2,0,0.0,-6.48,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_cost_gru_nn__ps_v9,NASDAQ,gru_nn__ps,COST,2,0,0.0,-6.48,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_amd_lstm_nn__ps_v6,NASDAQ,lstm_nn__ps,AMD,1,0,0.0,-6.45,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_amd_lstm_nn__ps_v3,NASDAQ,lstm_nn__ps,AMD,1,0,0.0,-6.45,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_amd_lstm_nn__ps_v9,NASDAQ,lstm_nn__ps,AMD,1,0,0.0,-6.45,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_tsla_random_forest__ps_v7,NASDAQ,random_forest__ps,TSLA,6,0,0.0,-6.42,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_tsla_random_forest__ps,NASDAQ,random_forest__ps,TSLA,6,0,0.0,-6.42,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
gold_gru_nn_v8,GOLD,gru_nn,"",46,5,10.9,-6.39,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
gold_gru_nn_v2,GOLD,gru_nn,"",27,6,22.2,-6.38,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
gold_lstm_nn_v3,GOLD,lstm_nn,"",30,2,6.7,-6.15,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_qcom_ensemble__ps_v6,NASDAQ,ensemble__ps,QCOM,1,0,0.0,-6.01,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_qcom_lightgbm__ps_v6,NASDAQ,lightgbm__ps,QCOM,1,0,0.0,-6.01,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_qcom_ensemble__ps_v3,NASDAQ,ensemble__ps,QCOM,1,0,0.0,-6.01,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_qcom_lightgbm__ps_v3,NASDAQ,lightgbm__ps,QCOM,1,0,0.0,-6.01,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_qcom_gru_nn__ps_v3,NASDAQ,gru_nn__ps,QCOM,1,0,0.0,-6.01,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_qcom_lstm_nn__ps_v3,NASDAQ,lstm_nn__ps,QCOM,1,0,0.0,-6.01,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
gold_gru_nn,GOLD,gru_nn,"",50,10,20.0,-5.99,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
gold_ensemble_v3,GOLD,ensemble,"",23,2,8.7,-5.99,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
gold_ensemble_v6,GOLD,ensemble,"",21,2,9.5,-5.99,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_csco_sarima__ps_v7,NASDAQ,sarima__ps,CSCO,15,3,20.0,-5.96,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_csco_sarima__ps_v9,NASDAQ,sarima__ps,CSCO,15,3,20.0,-5.96,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_csco_sarima__ps,NASDAQ,sarima__ps,CSCO,15,3,20.0,-5.96,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_csco_sarima__ps_v3,NASDAQ,sarima__ps,CSCO,15,3,20.0,-5.96,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_csco_sarima__ps_v4,NASDAQ,sarima__ps,CSCO,15,3,20.0,-5.96,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_csco_sarima__ps_v6,NASDAQ,sarima__ps,CSCO,15,3,20.0,-5.96,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
sp500_gru_nn_v8,SP500,gru_nn,"",17,5,29.4,-5.82,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_tsla_random_forest__ps_v6,NASDAQ,random_forest__ps,TSLA,7,0,0.0,-5.75,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_tsla_random_forest__ps_v3,NASDAQ,random_forest__ps,TSLA,7,0,0.0,-5.75,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_tsla_random_forest__ps_v9,NASDAQ,random_forest__ps,TSLA,7,0,0.0,-5.75,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_meta_moving_average__ps_v3,NASDAQ,moving_average__ps,META,1,0,0.0,-5.68,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_qcom_lightgbm__ps_v9,NASDAQ,lightgbm__ps,QCOM,4,1,25.0,-5.66,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_nflx_ensemble__ps_v6,NASDAQ,ensemble__ps,NFLX,1,0,0.0,-5.36,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_nflx_ensemble__ps_v3,NASDAQ,ensemble__ps,NFLX,1,0,0.0,-5.36,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_nflx_gru_nn__ps_v3,NASDAQ,gru_nn__ps,NFLX,1,0,0.0,-5.36,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_nflx_sarima__ps_v6,NASDAQ,sarima__ps,NFLX,1,0,0.0,-5.36,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_avgo_lstm_nn__ps_v6,NASDAQ,lstm_nn__ps,AVGO,1,0,0.0,-5.21,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_cost_lstm_nn__ps_v6,NASDAQ,lstm_nn__ps,COST,1,0,0.0,-5.20,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_cost_egarch__ps_v6,NASDAQ,egarch__ps,COST,1,0,0.0,-5.20,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_cost_ensemble__ps_v3,NASDAQ,ensemble__ps,COST,1,0,0.0,-5.20,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_cost_gru_nn__ps_v3,NASDAQ,gru_nn__ps,COST,1,0,0.0,-5.20,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_cost_gru_nn__ps_v6,NASDAQ,gru_nn__ps,COST,1,0,0.0,-5.20,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_cost_lstm_nn__ps_v3,NASDAQ,lstm_nn__ps,COST,1,0,0.0,-5.20,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_qcom_gru_nn__ps_v6,NASDAQ,gru_nn__ps,QCOM,1,0,0.0,-5.19,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_avgo_egarch__ps_v10,NASDAQ,egarch__ps,AVGO,1,0,0.0,-5.14,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_avgo_egarch__ps_v2,NASDAQ,egarch__ps,AVGO,1,0,0.0,-5.14,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
sp500_qqq_egarch__ps_v7,SP500,egarch__ps,QQQ,1,0,0.0,-4.96,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
sp500_qqq_egarch__ps_v5,SP500,egarch__ps,QQQ,1,0,0.0,-4.96,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
sp500_qqq_egarch__ps_v4,SP500,egarch__ps,QQQ,1,0,0.0,-4.96,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_intc_lstm_nn__ps_v6,NASDAQ,lstm_nn__ps,INTC,1,0,0.0,-4.96,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
sp500_qqq_egarch__ps_v2,SP500,egarch__ps,QQQ,1,0,0.0,-4.96,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
sp500_qqq_egarch__ps_v10,SP500,egarch__ps,QQQ,1,0,0.0,-4.96,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
sp500_qqq_egarch__ps,SP500,egarch__ps,QQQ,1,0,0.0,-4.96,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
sp500_qqq_egarch__ps_v8,SP500,egarch__ps,QQQ,1,0,0.0,-4.96,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_cost_lightgbm__ps_v9,NASDAQ,lightgbm__ps,COST,4,0,0.0,-4.87,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_cost_random_forest__ps_v3,NASDAQ,random_forest__ps,COST,1,0,0.0,-4.85,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_adbe_lstm_nn__ps_v3,NASDAQ,lstm_nn__ps,ADBE,1,0,0.0,-4.85,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_adbe_ensemble__ps_v6,NASDAQ,ensemble__ps,ADBE,1,0,0.0,-4.85,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_adbe_ensemble__ps_v3,NASDAQ,ensemble__ps,ADBE,1,0,0.0,-4.85,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_xgboost_v2,NASDAQ,xgboost,"",1,0,0.0,-4.78,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
sp500_qqq_egarch__ps_v3,SP500,egarch__ps,QQQ,1,0,0.0,-4.64,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
sp500_qqq_egarch__ps_v6,SP500,egarch__ps,QQQ,1,0,0.0,-4.64,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_moving_average_v11,NASDAQ,moving_average,"",1,0,0.0,-4.57,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
